data,milho_brl_sc,soja_paranagua_brl_sc,boi_cepea_brl_arroba,frango_congelado_brl_kg,arroz_brl_sc,cafe_arabica_brl_sc,acucar_brl_sc,suino_sp_brl_kg,trigo_pr_brl_t,soja_pr_brl_sc,ovos_bastos_brl_cx
2022-05-17,89.09,196.37,323.4,7.6,70.68,1308.24,130.51,5.89,2060.21,191.47,
2022-05-18,89.28,195.36,307.25,7.64,70.91,1278.19,129.86,5.88,2050.1,190.16,
2022-05-19,89.23,194.9,311.5,7.64,70.79,1259.53,129.32,5.88,2068.64,190.41,
2022-05-20,88.48,195.46,324.45,7.64,71.0,1245.75,130.58,5.88,2074.16,191.07,
2022-05-23,88.03,191.68,305.2,7.64,71.09,1229.41,131.97,5.61,2095.78,187.44,
2022-05-24,87.43,191.28,314.15,7.63,71.29,1218.65,131.8,5.62,2100.39,186.51,
2022-05-25,87.33,191.13,318.2,7.63,71.61,1234.47,131.88,5.62,2114.28,187.93,
2022-05-26,86.99,192.44,319.1,7.63,71.61,1269.38,130.79,5.62,2105.79,188.01,
2022-05-27,86.9,192.98,315.8,7.67,71.75,1276.44,130.02,5.6,2144.08,188.81,
2022-05-30,86.84,192.32,320.4,7.67,71.81,1273.45,130.68,5.44,2150.26,188.82,
2022-05-31,86.25,190.05,321.4,7.67,71.68,1273.07,130.92,5.42,2138.36,185.47,
2022-06-01,85.8,189.89,314.6,7.68,71.73,1322.18,130.64,5.42,2131.17,184.5,
2022-06-02,85.52,193.64,308.65,7.68,71.78,1328.52,128.55,5.42,2143.97,186.7,
2022-06-03,85.07,192.1,312.5,7.68,71.75,1293.37,129.84,5.6,2148.65,186.96,
2022-06-06,84.8,190.77,311.4,7.68,71.85,1329.75,129.96,5.95,2162.08,186.07,
2022-06-07,85.56,194.27,315.15,7.68,71.96,1317.12,129.28,5.99,2161.82,189.45,
2022-06-08,85.86,197.47,316.15,7.67,72.0,1314.56,129.39,6.0,2157.68,191.82,
2022-06-09,85.85,196.63,312.1,7.67,71.96,1327.76,128.79,06.05,2170.06,193.18,
2022-06-10,85.42,200.25,314.4,7.76,72.2,1308.09,127.19,6.22,2177.89,194.93,
2022-06-13,85.41,199.1,311.05,7.76,72.14,1310.27,127.32,6.39,2166.88,194.3,
2022-06-14,86.42,199.39,319.75,7.67,72.22,1322.74,126.71,6.58,2191.31,194.56,
2022-06-15,86.25,198.66,317.7,7.67,72.24,1327.83,127.1,6.65,2187.75,194.0,
2022-06-16,86.25,198.66,317.7,7.67,72.24,1327.83,127.1,6.65,2187.75,194.0,
2022-06-17,86.32,199.57,320.5,7.63,72.46,1326.24,126.69,6.88,2184.55,193.65,
2022-06-20,87.42,199.67,323.6,7.63,72.29,1330.45,126.33,7.0,2208.37,194.07,
2022-06-21,87.15,197.06,321.4,7.64,72.79,1362.28,127.02,7.12,2189.84,191.62,
2022-06-22,87.04,194.01,321.5,7.72,73.13,1388.8,126.17,7.13,2192.13,188.96,
2022-06-23,85.92,189.63,321.75,7.74,73.14,1367.14,126.75,7.17,2196.34,185.46,
2022-06-24,85.65,188.96,322.9,7.7,73.75,1351.56,127.14,7.17,2200.58,184.07,
2022-06-27,84.75,189.89,326.25,7.72,73.69,1334.95,127.33,7.19,2208.12,184.94,
2022-06-28,83.9,194.53,326.0,7.72,74.14,1316.62,128.02,7.18,2209.3,187.94,
2022-06-29,84.85,193.91,319.65,7.79,74.29,1351.49,127.94,7.17,2194.77,189.21,
2022-06-30,83.55,194.96,320.25,7.79,74.38,1361.2,127.06,7.19,2211.39,189.76,
2022-07-01,83.16,194.02,314.75,7.87,74.16,1358.71,126.83,7.25,2206.38,188.75,
2022-07-04,83.24,193.78,324.95,7.87,74.6,1353.84,127.64,7.25,2206.87,188.15,
2022-07-05,82.6,187.41,323.55,7.89,75.08,1356.14,126.65,7.26,2210.62,182.73,
2022-07-06,82.19,188.11,316.0,08.05,75.25,1362.9,126.45,7.26,2192.58,182.37,
2022-07-07,81.68,190.37,324.8,8.15,75.42,1358.75,126.78,7.26,2190.06,184.45,
2022-07-08,81.5,190.67,324.95,8.24,75.49,1348.87,125.98,7.28,2189.97,185.25,
2022-07-11,82.36,196.51,334.0,8.24,75.59,1331.57,126.6,7.26,2166.19,187.8,
2022-07-12,83.12,192.48,324.7,8.24,75.41,1296.41,126.28,7.26,2169.65,186.89,
2022-07-13,82.73,190.57,330.35,08.01,75.77,1296.5,127.11,7.26,2155.77,184.65,
2022-07-14,82.58,191.53,324.65,08.01,76.38,1239.04,127.51,7.26,2181.24,185.61,
2022-07-15,82.46,190.33,325.95,7.97,76.52,1241.31,127.72,7.25,2182.79,183.56,
2022-07-18,82.36,191.61,327.05,7.97,76.42,1303.58,131.0,7.25,2173.35,185.0,
2022-07-19,81.67,188.87,321.4,7.95,76.94,1318.67,131.12,7.25,2167.02,183.45,
2022-07-20,81.41,188.34,323.7,08.02,77.28,1332.32,131.99,7.25,2172.39,183.2,
2022-07-21,80.85,186.13,320.65,08.02,77.21,1337.55,131.45,7.25,2177.22,181.4,
2022-07-22,80.06,185.06,324.1,7.99,77.46,1295.84,131.11,7.2,2198.02,179.28,
2022-07-25,80.2,185.94,330.0,7.99,77.69,1292.83,130.08,7.18,2143.6,180.49,
2022-07-26,81.27,190.32,322.75,8.0,77.24,1319.8,130.16,07.02,2160.15,183.41,
2022-07-27,81.4,194.95,325.05,7.99,77.81,1331.37,130.49,7.0,2105.43,186.56,
2022-07-28,81.78,192.9,323.5,7.96,77.96,1317.52,131.7,7.0,2094.55,186.11,
2022-07-29,82.93,195.73,325.7,7.98,77.79,1300.89,131.46,6.99,2090.23,188.17,
2022-08-01,82.64,189.22,326.65,7.98,77.8,1285.02,131.5,6.94,2085.85,185.37,
2022-08-02,82.58,187.44,322.5,7.98,78.05,1271.95,129.33,6.97,2064.85,183.04,
2022-08-03,82.41,186.88,299.55,7.98,78.26,1304.31,128.84,6.98,2050.02,180.47,
2022-08-04,82.24,186.65,297.6,7.98,77.68,1314.78,129.48,6.98,2066.47,181.08,
2022-08-05,81.91,188.03,310.65,08.02,77.64,1261.57,129.61,07.07,2059.82,182.61,
2022-08-08,82.05,185.19,315.75,08.02,77.56,1277.3,129.55,7.12,2059.78,179.84,
2022-08-09,81.63,184.9,317.0,08.03,77.08,1264.14,129.96,7.19,2052.06,180.81,
2022-08-10,82.76,187.52,311.2,8.1,76.72,1288.13,129.77,7.21,2008.22,181.56,
2022-08-11,81.94,189.48,307.8,8.1,76.17,1294.94,129.94,7.21,2005.29,183.07,
2022-08-12,81.55,189.31,316.5,8.11,76.11,1300.76,129.94,7.31,2006.41,184.05,
2022-08-15,81.41,184.59,313.5,8.11,76.08,1298.88,129.14,7.37,1986.23,180.32,
2022-08-16,82.11,182.71,314.2,8.1,76.04,1278.49,129.47,7.58,1991.43,179.05,
2022-08-17,82.77,184.28,316.6,8.11,75.73,1276.64,129.99,7.58,1977.24,178.83,
2022-08-18,82.1,184.38,313.0,8.11,75.94,1274.27,128.24,7.58,1990.42,179.27,
2022-08-19,82.16,184.99,318.35,08.09,75.87,1275.71,127.74,7.58,1981.28,179.69,
2022-08-22,81.9,186.87,326.6,08.09,75.89,1301.66,128.95,7.63,1975.6,181.9,
2022-08-23,82.69,189.17,303.2,08.08,75.77,1307.74,129.1,7.6,1964.34,183.79,
2022-08-24,82.77,190.51,307.9,7.96,75.66,1340.01,128.15,7.59,1910.11,182.6,
2022-08-25,83.31,189.48,313.45,7.96,75.68,1349.76,128.08,7.56,1902.94,184.2,
2022-08-26,83.6,189.54,323.6,7.96,75.65,1351.64,127.73,7.47,1916.5,183.83,
2022-08-29,83.8,187.44,311.35,7.96,75.63,1344.99,128.2,7.27,1913.17,183.38,
2022-08-30,83.73,185.58,312.0,7.95,75.82,1342.78,126.22,7.15,1891.03,180.44,
2022-08-31,83.94,190.97,309.1,7.91,75.97,1344.2,125.07,7.14,1858.82,183.47,
2022-09-01,83.66,189.11,314.75,7.91,75.76,1341.77,123.99,7.12,1848.52,183.76,
2022-09-02,83.39,189.03,310.25,7.92,75.96,1331.04,122.73,7.13,1852.57,183.96,
2022-09-05,83.26,188.99,314.95,7.92,75.84,1313.3,125.0,7.12,1800.94,184.12,
2022-09-06,83.54,188.54,303.95,8.1,75.77,1335.47,124.95,7.12,1848.72,182.72,
2022-09-07,83.54,188.54,303.95,8.1,75.77,1335.47,124.95,7.12,1848.72,182.72,
2022-09-08,83.25,186.48,307.0,8.1,75.81,1285.14,124.94,7.12,1778.45,180.42,
2022-09-09,83.43,185.09,292.3,8.1,75.85,1316.06,125.13,6.99,1746.95,179.13,
2022-09-12,83.95,187.35,306.25,8.1,75.85,1296.95,123.81,6.96,1762.46,181.66,
2022-09-13,83.72,188.86,308.4,8.12,75.92,1285.69,123.94,6.94,1745.4,183.36,
2022-09-14,84.28,187.54,296.4,8.15,76.36,1265.14,124.05,6.94,1698.86,182.38,
2022-09-15,84.55,187.13,291.6,8.16,76.54,1270.71,124.25,6.94,1697.44,182.05,
2022-09-16,84.35,186.92,294.55,8.16,76.39,1270.42,123.9,6.91,1700.92,181.66,
2022-09-19,84.02,188.18,308.05,8.16,76.58,1285.41,124.55,6.94,1695.31,182.04,
2022-09-20,84.21,187.51,308.0,8.15,76.58,1288.69,124.73,6.96,1699.63,180.75,
2022-09-21,84.24,186.89,297.5,8.18,76.45,1284.53,124.9,6.96,1704.56,182.17,
2022-09-22,84.56,185.92,299.05,8.18,76.58,1285.82,124.38,6.96,1696.01,181.76,
2022-09-23,84.54,184.87,300.6,8.17,76.24,1272.92,124.43,6.83,1693.94,179.52,
2022-09-26,84.58,186.45,301.8,8.17,76.26,1307.91,124.62,6.73,1703.2,180.91,
2022-09-27,84.72,186.21,306.7,8.16,76.72,1314.48,124.86,6.69,1712.84,180.91,
2022-09-28,84.25,185.87,301.9,8.1,76.88,1314.33,125.45,6.69,1705.95,179.56,
2022-09-29,84.24,186.77,302.3,8.1,76.9,1303.95,124.31,6.69,1720.24,181.64,
2022-09-30,84.42,188.83,303.95,08.08,77.06,1286.8,124.41,6.69,1725.64,181.7,
2022-10-03,84.14,180.5,290.1,08.08,77.09,1222.53,124.73,6.65,1716.11,177.01,
2022-10-04,83.27,177.63,294.9,08.08,77.12,1243.64,125.42,6.61,1714.85,173.75,
2022-10-05,82.91,178.22,295.0,8.11,77.7,1260.2,125.44,6.62,1725.88,173.25,
2022-10-06,83.04,178.4,301.55,8.1,77.9,1233.2,125.68,6.7,1733.31,173.57,
2022-10-07,83.05,179.24,303.5,8.1,77.78,1229.18,125.56,6.73,1739.82,174.71,
2022-10-10,83.5,182.02,304.05,8.1,77.93,1226.3,125.68,6.83,1739.52,177.97,
2022-10-11,83.86,182.52,302.3,08.06,78.08,1223.75,125.65,6.86,1741.77,178.09,
2022-10-12,83.86,182.52,302.3,08.06,78.08,1223.75,125.65,6.86,1741.77,178.09,
2022-10-13,84.42,187.56,306.3,08.07,77.95,1176.35,126.4,6.86,1759.43,182.72,
2022-10-14,84.67,187.82,297.4,08.07,78.37,1154.73,126.19,07.02,1765.57,183.77,
2022-10-17,84.86,186.98,286.4,08.07,78.46,1141.32,127.22,7.11,1764.04,183.2,
2022-10-18,85.38,185.87,302.45,08.07,78.77,1130.38,127.11,7.47,1790.7,182.08,
2022-10-19,85.41,184.11,295.7,08.07,78.81,1103.41,127.69,7.52,1796.87,180.61,
2022-10-20,85.21,184.44,299.7,08.04,79.0,1081.63,128.28,7.52,1820.76,180.59,
2022-10-21,85.28,183.34,295.3,8.0,79.28,1070.11,128.46,7.58,1821.51,179.8,
2022-10-24,85.08,182.9,310.8,8.0,79.52,1078.75,127.83,7.58,1818.94,179.75,
2022-10-25,84.91,184.8,292.8,7.97,79.68,1062.79,128.6,7.58,1820.98,181.24,
2022-10-26,85.12,185.7,284.2,7.99,79.88,1040.79,128.15,7.58,1837.74,182.22,
2022-10-27,85.35,186.43,294.9,7.99,80.12,1037.92,128.66,7.59,1838.11,183.18,
2022-10-28,85.69,189.19,285.4,7.99,80.15,987.53,128.75,7.55,1849.73,183.34,
2022-10-31,85.35,186.89,292.0,7.99,80.16,1005.33,128.26,7.5,1849.44,183.42,
2022-11-01,85.11,186.84,281.35,7.95,80.05,987.63,129.08,7.46,1854.4,183.23,
2022-11-02,85.11,186.84,281.35,7.95,80.05,987.63,129.08,7.46,1854.4,183.23,
2022-11-03,84.76,187.43,289.3,7.95,80.14,958.29,128.83,7.43,1855.99,182.69,
2022-11-04,84.95,184.76,287.7,7.97,80.18,961.72,129.13,7.42,1844.78,181.88,
2022-11-07,85.19,184.92,288.0,7.97,80.47,940.31,128.79,7.23,1849.93,182.04,
2022-11-08,85.3,186.38,283.8,7.99,81.28,934.82,129.12,7.17,1856.05,182.64,
2022-11-09,84.76,186.14,292.3,08.03,81.19,930.62,129.05,7.17,1849.98,183.38,
2022-11-10,84.48,191.22,279.1,08.03,81.63,957.67,129.5,7.16,1854.81,184.56,
2022-11-11,83.74,188.98,270.5,08.04,81.65,969.33,130.01,7.13,1837.3,184.94,
2022-11-14,84.0,187.76,270.5,08.03,81.73,956.77,130.01,7.13,1832.56,184.9,
2022-11-15,84.0,187.76,270.5,08.03,81.73,956.77,130.01,7.13,1832.56,184.9,
2022-11-16,83.69,186.93,268.1,08.03,82.07,943.57,129.92,7.11,1816.28,184.53,
2022-11-17,84.06,187.33,286.45,08.03,82.58,943.15,131.71,7.1,1826.61,184.02,
2022-11-18,84.77,185.92,279.05,8.0,83.11,932.71,131.93,7.1,1835.94,182.02,
2022-11-21,85.08,186.69,291.4,8.0,83.13,949.51,131.82,7.1,1839.27,181.52,
2022-11-22,85.19,183.59,281.0,7.99,83.78,970.27,134.1,7.15,1835.74,181.02,
2022-11-23,85.51,184.14,283.65,8.0,84.49,975.17,134.43,7.15,1819.66,181.13,
2022-11-24,85.87,184.21,293.95,7.98,85.15,972.75,135.7,7.15,1819.08,180.85,
2022-11-25,85.48,184.91,287.75,7.86,85.33,984.78,135.54,7.15,1810.26,181.43,
2022-11-28,85.96,185.06,287.75,7.86,85.47,972.21,136.0,7.18,1804.48,181.34,
2022-11-29,85.76,184.96,280.45,7.85,87.04,999.97,135.58,7.21,1800.29,181.13,
2022-11-30,86.2,184.38,284.9,7.9,87.25,1003.01,136.29,7.22,1797.13,179.5,
2022-12-01,86.0,180.65,290.7,7.88,87.98,986.5,136.66,7.22,1812.35,177.11,
2022-12-02,86.03,178.53,290.7,7.89,88.07,982.38,138.42,7.2,1797.62,174.59,
2022-12-05,85.54,181.54,293.5,7.89,88.1,981.02,138.77,7.18,1811.59,176.25,
2022-12-06,86.1,184.5,290.5,7.89,89.41,989.09,139.0,7.18,1810.04,179.16,
2022-12-07,86.19,181.23,284.9,7.89,89.94,984.85,139.03,7.17,1814.45,178.68,
2022-12-08,85.9,182.84,280.65,7.9,90.21,973.49,140.64,7.17,1806.02,179.39,
2022-12-09,86.08,183.87,295.85,7.87,90.17,979.85,140.53,7.25,1789.09,179.94,
2022-12-12,86.15,183.16,298.8,7.9,90.18,1016.22,139.34,7.34,1786.58,180.09,
2022-12-13,86.0,182.54,291.25,7.9,89.93,1023.87,139.17,7.51,1786.69,178.49,
2022-12-14,85.79,182.95,293.7,7.84,90.15,1028.07,139.34,7.51,1777.42,179.85,
2022-12-15,85.91,183.22,296.45,7.81,90.23,1045.13,139.35,7.51,1772.23,178.24,
2022-12-16,86.44,182.88,297.2,7.78,90.44,1020.37,139.08,7.64,1758.92,177.82,
2022-12-19,86.05,182.74,304.55,7.82,90.2,1016.75,139.08,7.74,1754.74,177.99,
2022-12-20,85.98,180.64,290.3,7.82,90.21,1027.61,139.04,7.92,1751.29,176.6,
2022-12-21,85.82,179.76,288.3,7.78,90.47,1023.12,140.08,7.92,1738.86,175.43,
2022-12-22,85.58,178.71,297.1,7.74,91.41,1022.97,141.65,7.93,1732.21,174.79,
2022-12-23,85.8,181.11,290.0,7.73,91.49,1024.86,141.65,7.94,1733.54,174.23,
2022-12-26,85.79,183.25,297.7,7.73,91.5,1027.31,140.59,08.03,1734.31,174.68,
2022-12-27,86.61,181.07,286.6,7.73,91.71,1023.64,136.69,08.04,1724.75,176.37,
2022-12-28,86.42,183.5,288.45,7.63,91.86,1044.61,136.69,08.03,1723.31,176.72,
2022-12-29,86.07,184.43,286.85,7.61,91.82,1037.9,136.69,08.03,1723.31,176.56,
2022-12-30,86.07,184.43,286.85,7.61,91.82,1037.9,136.69,08.03,1723.31,176.56,
2023-01-02,86.09,183.56,286.85,7.61,91.83,1031.2,136.51,7.95,1722.95,176.37,
2023-01-03,86.07,184.0,293.45,7.58,90.84,1034.46,136.51,7.78,1716.97,177.96,
2023-01-04,86.35,184.68,288.2,7.48,91.28,1021.5,135.13,7.75,1716.89,178.33,
2023-01-05,87.72,182.59,284.95,7.47,91.56,1020.4,135.64,7.72,1718.55,176.86,
2023-01-06,87.5,179.26,289.75,7.4,91.61,1023.47,134.66,7.45,1713.0,174.15,
2023-01-09,87.27,178.76,271.85,7.4,91.64,1002.85,135.03,7.17,1723.73,173.35,
2023-01-10,87.33,177.54,287.5,7.36,91.72,968.37,132.58,7.16,1685.88,172.39,
2023-01-11,87.19,176.65,287.15,7.36,91.94,944.56,135.22,7.12,1694.05,171.09,
2023-01-12,86.86,177.43,289.8,6.94,92.1,953.0,134.94,07.09,1687.49,170.67,
2023-01-13,86.87,176.97,288.75,6.96,92.13,945.34,134.14,6.94,1685.63,171.34,
2023-01-16,86.39,176.56,287.6,07.02,91.96,955.07,134.85,6.73,1679.1,170.5,
2023-01-17,86.19,176.78,279.5,07.02,91.92,951.65,134.85,6.64,1679.95,170.9,
2023-01-18,85.9,177.07,287.0,07.03,91.86,979.1,133.38,6.64,1687.68,170.73,
2023-01-19,85.38,176.93,284.9,07.03,91.77,1000.74,134.73,6.64,1685.12,171.1,
2023-01-20,85.33,176.32,277.5,07.03,91.59,1002.74,133.49,6.58,1687.55,171.05,
2023-01-23,85.43,176.5,286.7,7.0,91.67,1023.39,133.62,6.49,1693.71,169.07,
2023-01-24,85.17,174.67,276.95,7.0,91.12,1030.2,132.77,6.42,1686.93,168.14,
2023-01-25,85.22,171.91,284.7,6.87,90.83,1035.11,132.26,6.42,1687.52,165.13,
2023-01-26,84.88,170.31,290.05,6.52,90.46,1048.76,132.47,6.42,1689.77,163.78,
2023-01-27,84.74,170.39,290.2,6.5,90.44,1061.83,132.37,6.51,1684.23,164.53,
2023-01-30,84.95,171.89,289.35,6.56,90.24,1067.01,130.45,6.6,1674.56,165.51,
2023-01-31,85.49,173.93,288.7,6.56,89.32,1103.18,131.86,6.71,1650.88,166.13,
2023-02-01,85.76,173.75,291.1,6.56,88.58,1104.47,131.6,6.75,1652.03,165.71,
2023-02-02,85.04,172.29,290.1,6.56,88.94,1096.14,131.56,6.75,1653.0,164.19,
2023-02-03,84.98,172.32,286.4,6.55,88.53,1079.9,129.36,6.96,1654.53,164.64,
2023-02-06,85.12,173.53,293.1,6.55,88.34,1114.33,129.74,7.23,1649.08,166.33,
2023-02-07,84.87,173.03,289.25,6.57,87.91,1123.64,129.93,7.59,1671.41,166.6,
2023-02-08,84.9,172.89,296.6,6.59,87.99,1119.52,130.98,7.59,1659.41,166.4,
2023-02-09,85.96,173.86,295.15,6.59,87.98,1118.27,132.12,7.59,1662.79,166.78,
2023-02-10,86.03,174.43,295.0,6.62,87.75,1123.17,133.15,7.84,1648.72,167.62,
2023-02-13,85.86,174.89,302.7,6.55,87.66,1117.26,133.11,8.0,1672.28,167.59,
2023-02-14,86.26,173.26,300.9,6.58,87.57,1143.75,134.04,08.07,1662.49,166.22,
2023-02-15,86.06,172.83,296.0,6.72,87.33,1125.22,134.35,8.1,1676.02,165.71,
2023-02-16,86.24,173.23,302.95,6.78,86.87,1135.15,132.93,8.1,1659.48,166.11,
2023-02-17,85.73,172.82,294.6,6.83,86.6,1157.53,131.95,08.08,1667.95,166.41,
2023-02-20,85.73,172.82,294.6,6.83,86.6,1157.53,131.95,08.08,1667.95,166.41,
2023-02-21,85.73,172.82,294.6,6.83,86.6,1157.53,131.95,08.08,1667.95,166.41,
2023-02-22,86.06,172.25,299.5,6.83,86.14,1179.2,131.88,8.14,1676.65,166.05,
2023-02-23,86.22,170.76,267.45,07.03,85.53,1150.14,132.0,08.08,1664.86,163.65,
2023-02-24,85.83,171.37,273.1,07.03,85.52,1141.39,133.27,8.0,1639.69,163.61,
2023-02-27,86.4,170.5,273.1,07.07,85.53,1141.47,132.1,7.92,1633.18,164.32,
2023-02-28,86.08,168.9,267.95,07.06,85.35,1160.98,133.49,7.79,1625.3,162.15,
2023-03-01,86.11,168.75,273.85,7.15,84.8,1134.54,131.31,7.71,1608.25,161.36,
2023-03-02,86.36,169.23,273.85,7.15,85.1,1136.99,130.4,7.71,1641.08,161.98,
2023-03-03,86.22,169.72,273.85,7.13,85.18,1114.38,130.52,7.71,1643.84,162.88,
2023-03-06,86.15,169.35,273.85,7.13,85.31,1123.91,130.73,7.64,1645.57,162.45,
2023-03-07,85.84,168.21,266.95,7.14,85.2,1134.01,131.49,7.59,1653.82,161.93,
2023-03-08,86.03,167.76,266.95,7.14,85.07,1097.38,130.9,7.59,1655.05,161.2,
2023-03-09,85.47,167.24,276.8,7.3,85.29,1089.79,131.47,7.59,1651.24,159.73,
2023-03-10,85.32,167.83,282.2,7.3,85.53,1092.87,133.34,7.54,1648.18,159.34,
2023-03-13,85.61,166.81,280.2,7.3,85.57,1107.71,133.64,7.54,1642.83,159.32,
2023-03-14,85.42,165.4,276.25,7.3,85.11,1106.96,130.03,7.48,1647.75,159.17,
2023-03-15,85.49,165.69,276.05,7.3,85.45,1087.87,132.11,7.5,1641.25,159.58,
2023-03-16,85.37,165.33,278.9,7.3,85.56,1128.17,132.68,7.5,1646.9,158.9,
2023-03-17,85.24,164.9,278.9,7.3,85.49,1113.46,132.26,7.38,1642.1,156.66,
2023-03-20,84.66,162.65,277.8,7.3,85.49,1106.86,132.47,7.24,1634.78,155.0,
2023-03-21,84.46,162.15,279.65,7.26,85.59,1114.76,132.22,7.2,1632.35,153.84,
2023-03-22,84.36,158.34,276.25,7.19,85.91,1112.36,132.55,7.19,1624.33,151.15,
2023-03-23,83.91,154.09,292.9,7.19,86.05,1100.27,131.84,7.19,1623.24,147.66,
2023-03-24,84.18,152.63,298.8,7.15,86.16,1122.44,131.64,07.04,1622.73,145.86,
2023-03-27,84.0,151.7,295.35,6.77,86.85,1115.01,131.32,6.87,1628.69,144.86,
2023-03-28,83.39,152.07,295.2,6.69,87.13,1085.19,132.1,6.76,1623.66,145.16,
2023-03-29,83.17,152.2,295.75,6.59,87.01,1069.0,133.77,6.76,1609.99,146.56,
2023-03-30,82.9,153.06,295.1,6.59,86.4,1068.86,132.57,6.76,1621.35,147.31,
2023-03-31,82.6,153.76,295.95,07.05,87.06,1044.94,134.59,6.66,1611.61,147.5,
2023-04-03,82.4,155.93,296.85,07.05,87.04,1082.95,137.1,6.57,1628.9,148.45,176.55
2023-04-04,81.12,155.5,294.25,07.05,86.93,1070.15,136.29,6.57,1636.49,149.12,176.55
2023-04-05,80.89,154.65,290.3,07.07,87.16,1094.52,135.75,6.57,1621.05,148.4,190.46
2023-04-06,80.24,152.65,294.15,7.1,87.62,1101.19,139.23,6.57,1626.41,146.22,176.66
2023-04-07,80.24,152.65,294.15,7.1,87.62,1101.19,139.23,6.57,1626.41,146.22,176.66
2023-04-10,79.39,150.71,284.9,6.63,87.93,1096.07,138.34,6.58,1614.44,143.48,180.65
2023-04-11,78.34,148.35,293.0,6.7,87.98,1121.49,137.98,6.6,1594.84,142.55,198.32
2023-04-12,77.66,146.54,291.55,6.7,88.32,1109.21,141.53,6.61,1617.31,141.47,180.2
2023-04-13,76.88,145.8,285.35,6.7,88.37,1132.2,141.4,6.61,1604.04,140.0,180.07
2023-04-14,75.99,144.6,285.9,6.68,88.2,1125.42,139.2,6.6,1608.99,137.98,197.5
2023-04-17,75.29,143.47,286.8,6.72,88.33,1136.75,141.65,6.58,1603.0,137.1,185.96
2023-04-18,73.92,144.25,284.4,6.66,88.48,1142.57,142.0,6.58,1608.12,137.67,185.96
2023-04-19,72.76,143.99,278.4,6.66,88.13,1148.25,142.05,6.6,1568.72,137.91,198.28
2023-04-20,70.6,142.02,285.4,6.63,88.08,1111.77,142.05,6.57,1562.28,136.85,185.85
2023-04-21,70.6,142.02,285.4,6.63,88.08,1111.77,142.05,6.57,1562.28,136.85,185.85
2023-04-24,70.11,139.44,282.9,6.57,87.94,1111.82,142.1,6.57,1584.52,133.86,185.81
2023-04-25,69.75,137.2,281.6,6.59,88.27,1076.43,143.02,6.57,1574.24,131.27,198.3
2023-04-26,68.68,136.1,279.15,6.59,88.33,1092.76,144.21,6.57,1559.13,130.24,185.71
2023-04-27,67.71,136.18,278.2,6.59,88.46,1083.01,147.4,6.57,1548.82,130.83,185.59
2023-04-28,65.61,136.88,271.4,6.46,88.31,1077.88,147.22,6.61,1546.47,130.57,195.14
2023-05-01,65.61,136.88,271.4,6.46,88.31,1077.88,147.22,6.61,1546.47,130.57,195.14
2023-05-02,64.5,139.97,273.35,6.55,88.1,1075.12,146.01,6.73,1540.7,131.53,185.55
2023-05-03,64.15,137.85,262.3,6.55,87.78,1064.1,146.51,6.73,1494.76,131.61,185.48
2023-05-04,62.85,138.49,260.45,6.62,87.23,1054.24,149.77,6.72,1487.58,132.18,193.84
2023-05-05,62.32,139.45,269.6,6.7,87.82,1060.65,150.34,6.77,1471.58,132.58,185.43
2023-05-08,61.75,141.56,274.35,6.7,87.73,1058.53,149.15,6.78,1468.4,133.96,199.19
2023-05-09,60.46,141.7,272.55,6.72,87.5,1053.7,149.08,6.87,1463.96,134.82,197.36
2023-05-10,60.13,140.13,274.7,6.81,86.46,1054.48,148.77,6.87,1452.72,133.12,191.57
2023-05-11,58.69,140.77,271.25,6.81,85.62,1038.55,148.33,6.87,1453.49,133.65,191.77
2023-05-12,58.79,138.77,272.55,6.82,85.99,1034.79,148.15,6.84,1452.14,133.1,201.33
2023-05-15,58.83,139.81,273.6,6.81,85.75,1037.39,147.62,6.8,1438.83,132.99,191.77
2023-05-16,58.84,139.67,267.2,6.78,85.45,1044.21,149.09,6.8,1440.07,131.53,191.69
2023-05-17,57.43,137.41,267.75,6.63,84.74,1042.37,149.02,6.77,1433.97,130.22,202.32
2023-05-18,56.51,136.28,267.3,6.63,84.08,1043.39,150.38,6.74,1426.35,128.84,191.71
2023-05-19,56.04,136.45,263.6,6.57,83.36,1057.64,149.56,6.73,1430.44,129.34,191.8
2023-05-22,55.83,136.62,263.55,6.57,83.62,1040.61,149.76,6.66,1416.11,128.95,203.43
2023-05-23,55.16,137.01,261.85,6.53,83.34,1037.01,148.95,6.46,1438.41,129.72,191.8
2023-05-24,54.56,136.08,257.3,6.33,83.22,1039.46,149.23,6.46,1430.16,128.86,191.71
2023-05-25,55.0,136.97,255.85,6.3,83.48,1025.2,148.48,6.46,1433.5,129.4,201.27
2023-05-26,54.82,137.17,253.3,6.25,83.1,1018.01,149.01,6.29,1422.87,130.72,191.7
2023-05-29,54.83,136.93,256.9,6.25,82.95,1014.0,148.62,06.08,1433.44,130.98,191.8
2023-05-30,54.27,135.2,241.75,6.18,82.83,992.8,149.55,5.89,1431.28,129.47,200.19
2023-05-31,53.77,134.11,243.25,06.03,82.75,991.05,148.73,5.89,1413.21,128.05,191.8
2023-06-01,53.9,133.77,243.9,6.0,82.63,999.01,150.84,5.89,1408.3,127.43,191.8
2023-06-02,53.72,134.6,248.3,5.96,82.24,993.37,149.66,5.89,1404.92,127.82,200.07
2023-06-05,53.63,135.67,248.85,5.96,82.27,990.85,148.61,5.9,1398.53,127.86,191.82
